spec_cent,spec_bw,rolloff,zcr,chroma_stft,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,label
838.2270073986892,1801.4791446353504,1390.6415909805535,0.014603464226973685,0.5792723,-342.98688,186.76158,16.22265,19.956923,25.61678,30.231672,17.252584,15.287687,3.9126093,-0.5786269,-1.7662857,2.307382,2.4830723,0.016537363,4.4988856,-1.4363586,3.4533143,5.5946765,7.2510567,4.199933,air
1275.150729826559,2052.7498195520266,2393.4855269204722,0.026325237640286377,0.4848113,-369.8006,192.81154,-13.830536,19.822132,12.870949,26.214775,7.0844765,4.861522,10.125024,9.5233345,-2.4027863,0.71569496,2.4827425,3.8161652,5.223028,-2.1213255,-1.5894053,-3.1503518,-0.15488681,-5.383098,air
1192.0215422181534,1909.316768192438,2221.3199013157896,0.02582637444369195,0.48791018,-366.35687,198.61864,-14.262074,19.895504,16.321291,23.497082,7.1229916,3.787778,11.381203,8.144529,-0.09398819,0.021514079,-0.3071302,1.2279085,1.5997815,-3.9051268,-1.5098908,-1.7237779,0.32857916,-2.4423873,air
1219.620212422566,2016.7754741778872,2225.703208143866,0.024668407144930342,0.5047442,-358.08456,188.4782,-6.0046606,19.28309,22.896015,20.828703,5.5314803,5.926227,9.867178,6.9556675,2.3036232,-0.93876624,-1.2926013,0.8411045,0.3381468,-3.2264714,-0.64036846,0.015217784,-0.73388344,-4.255709,air
1222.5171027011843,2021.7388412515731,2236.7198081946594,0.024849434017027865,0.4992405,-359.31744,190.4408,-4.295732,20.91504,20.319033,19.666428,4.6329885,5.010115,7.625907,7.0469112,2.050247,-1.829418,-0.65790284,1.1646378,0.76213324,-4.216541,-0.43884125,0.75969446,-0.8942413,-4.8596835,air
1223.4403436060104,1964.9597054821584,2338.1191950464395,0.02434565777380031,0.45896068,-378.63754,175.41005,-9.322057,23.348557,18.546694,19.708065,2.6035242,5.102476,4.6898875,7.5853963,0.81789094,-2.4848773,-0.31073788,0.601545,1.4031322,-4.042763,0.2877551,1.378917,-0.7022323,-5.8558993,air
1246.8169387089454,2192.372616926986,2324.08594657024,0.021010077036571206,0.52973497,-374.91766,180.23373,-11.017688,27.895687,14.555884,29.165974,17.134281,16.326736,10.598357,10.744461,-0.5124026,-2.300388,0.72866386,0.5113261,0.8208725,-3.9671514,0.3563301,-1.0236616,-1.7284924,-7.2970433,air
1197.6280568043396,1961.8042800782468,2209.6033054977747,0.026121535168343653,0.49843997,-366.0123,189.24289,-10.316704,17.189949,14.719112,24.022257,21.63142,11.841413,11.720646,7.5665894,-2.3311598,-4.7270045,-0.3843998,1.891122,0.817516,-3.5023375,-1.0688307,1.1385345,-0.77629215,-4.7507114,air
1098.112341029246,1816.5387869115182,1979.0880327254256,0.022221709921633127,0.47870937,-390.85614,165.00826,-7.61962,13.661148,18.667244,20.70424,18.678982,10.719513,10.799984,7.2389345,0.35291997,-2.7576263,-1.4147685,1.7935406,0.50795746,-2.400077,-1.2365383,0.5718513,-1.1894583,-4.927558,air
615.924473139462,1454.5955311361593,790.6952187741873,0.01042737458881579,0.61928344,-296.07574,201.66374,27.69834,36.257595,29.335321,18.321749,-0.5909833,4.405057,2.3165462,8.138428,-3.7067811,0.39549485,6.6761003,2.1268873,3.3787527,-8.020742,0.44095278,0.8377587,0.9486202,-4.497362,air
673.975027587032,1517.741291009649,959.8775290852361,0.011810964106037151,0.65348655,-270.54727,214.03308,24.162502,34.46445,25.459879,17.414652,2.5141253,2.8908074,4.683826,7.612315,-4.0511026,0.58167726,6.8095317,2.7453587,3.4197688,-6.31223,-0.34081057,0.64918166,1.1883292,-4.0447907,air
658.6914906788656,1449.5662455713127,985.594040247678,0.01219115833010836,0.63205385,-272.38016,221.08647,24.145039,28.295263,21.831364,16.145935,3.4047391,5.2869,4.6263695,6.342403,-2.9994946,1.231484,7.4130225,3.3997028,3.4344049,-5.8760953,0.055604562,0.30777743,1.0381716,-3.2084715,air
719.7559951456661,1556.2860538477462,1097.6600292666408,0.012821162079140866,0.6244748,-265.2261,214.63898,24.848352,31.249763,20.010883,16.785402,3.8079686,3.8985744,4.665463,5.575504,-2.5081077,2.0362606,6.779409,3.4596763,4.102692,-5.2283473,-1.1599915,0.2523301,1.8783499,-2.8392415,air
725.0521484313922,1526.8543347116831,1162.6929693546826,0.013954942071400928,0.6060776,-262.97055,218.39017,22.444056,27.822985,19.584724,18.548513,5.075136,2.3611438,2.276819,6.3249707,-2.6251974,0.14125118,6.052676,3.3786576,4.636122,-5.1362267,-1.1129645,0.72489464,1.0270635,-3.4129453,air
526.9394429626539,1110.3092550964154,811.0284291553793,0.0101488426373839,0.45634544,-355.55728,171.01118,29.481606,18.24116,-1.6794549,9.844222,10.328881,6.529509,5.0226574,3.4574206,-1.1066282,0.89238787,4.0727797,-1.0046772,-1.8044789,-1.8992943,0.28565922,1.1734899,-0.3656118,-3.1238625,air
815.2419615071581,1694.5862648362072,1329.2086291239357,0.014552822053986067,0.62377805,-266.26877,214.14769,22.219234,26.692501,4.9895635,19.74719,8.994062,11.516092,3.3136473,6.408736,2.8690612,0.77354115,2.6611483,-1.7359358,1.670807,-5.142224,0.8304227,1.9114933,-0.630615,-3.8126886,air
675.6261559318164,1350.901566472279,1105.3433161401897,0.012957593604876161,0.48933432,-332.7381,167.05304,11.751739,18.269768,7.5932193,19.993793,11.1268215,12.017225,0.16530125,-0.042715065,3.576939,1.7406936,0.8489739,-0.94801486,2.3869014,-6.0175614,-0.10060885,3.1191866,-0.529711,-4.266925,air
965.036051808713,2118.6037989186543,1673.8732116510255,0.01289599155863003,0.6095428,-321.62994,170.78592,12.459808,30.163265,26.931372,32.697506,12.979275,18.176151,2.9872031,4.5351977,-0.47994456,2.4154449,3.3445277,1.7702612,7.603269,-0.8647216,5.301426,4.233393,7.7352233,3.395925,air
835.2220307973163,1868.4241583927335,1436.5246468653252,0.011700987446787926,0.6096389,-331.558,180.20859,16.161062,23.087978,26.812548,30.700542,18.470512,16.060457,4.386993,2.3565457,-1.3646096,3.1426978,2.644604,0.6244875,6.955092,0.74514097,6.008907,7.2203236,6.5638742,3.2654743,air
834.347463299756,1868.571292828785,1329.375294782798,0.012575131820820434,0.632803,-341.19586,180.0139,18.851797,21.315228,27.61189,30.07579,17.567871,17.220875,3.705975,0.8609653,-0.11830929,3.17824,2.1643298,0.00047777017,5.2915425,-0.13807641,4.5426016,5.025803,7.091716,4.963673,air
617.1459309151544,1397.5021098300465,977.744087715267,0.009486337195239938,0.4469423,-420.11697,133.09634,15.117816,18.095646,21.301216,23.227514,12.018521,11.478276,3.928819,-0.079852074,-0.97438335,1.039713,1.3784167,0.12865315,3.4248743,-1.291399,1.2531449,3.5720725,5.397095,2.3239663,air
1668.7021911444394,2208.422529482307,2866.082669190209,0.03888789788119195,0.3502974,-379.9155,123.20734,17.537052,26.671803,2.4840598,13.781136,-12.037576,-14.484225,6.6528244,-6.863585,-3.4828954,1.0048702,-4.442185,-3.3376768,-3.663633,-1.9191543,3.833348,-6.46128,-9.053178,2.4820266,air
1703.5213530104934,2194.7246367683497,2922.682326939822,0.040936638327205885,0.38464835,-378.7911,147.9468,19.534613,29.114025,0.5316349,14.778956,-13.390653,-21.655272,7.5410147,-3.8155613,-6.2862244,1.6241829,-3.4176543,-5.211997,-4.629512,0.3037639,6.063114,-8.560767,-10.076837,3.724335,air
1775.4323951280232,2310.578280907523,3081.6646989285023,0.0422306592250387,0.3967107,-370.74448,131.75597,17.14931,35.3435,7.214358,11.767203,-11.46839,-19.962772,6.2481,-4.244768,-7.292209,-0.9055398,-1.3398198,-2.4591548,-6.909709,-2.1945958,5.6249986,-6.5434327,-9.427354,3.0564883,air
1726.7871087311332,2246.8132709004194,2950.498825403928,0.04211917085913313,0.40655342,-383.13147,129.10757,23.501858,33.96507,2.871768,7.873224,-10.822275,-18.225063,5.7550254,-3.130379,-5.1908817,-1.0479099,-3.4402642,-2.3907607,-5.3832746,-0.27185857,5.664713,-8.186738,-8.4589815,2.0470827,air
1618.191076641067,2255.507353012223,2761.6833004789087,0.03639925079818111,0.3925145,-375.2771,136.61844,23.88896,26.885082,0.46652988,8.565683,-12.338883,-17.159433,4.748079,-5.062727,-2.4644566,1.0601281,-4.4926105,-3.1740556,-3.6643763,-1.5242132,3.7869568,-6.8061295,-10.456376,1.3835233,air
1886.204330090089,2272.5978692926756,3242.913723877709,0.048139164691369966,0.39148554,-362.4065,128.8197,23.095268,31.615772,-0.8238053,8.430247,-8.611428,-16.49077,4.926733,-3.8703108,-4.642215,0.24479094,-2.846297,-4.9822726,-5.1742215,-1.0533388,2.8117888,-6.344048,-9.674241,0.055065047,air
1936.7377203102544,2574.078580656543,4023.7590022131385,0.03336714517221362,0.4286017,-353.13748,147.89558,1.3216662,20.218082,6.1628394,7.751639,-8.998896,-8.297039,4.7220793,-0.9285454,-2.7021954,3.878992,-1.9252155,0.3736901,4.2610493,2.6690557,3.0596306,-4.5975413,-2.2005084,-0.013585141,air
2537.472090902221,3130.3132988723146,5288.551354186823,0.052302404822948914,0.37530676,-381.41916,123.4874,18.516691,27.483643,4.1569977,7.8850484,-15.281684,-17.430485,0.43667302,-11.954199,-7.0876293,6.122486,-4.4256086,-4.2399487,-1.6031555,-4.32988,-0.3711735,-8.142944,-6.6484995,-1.3889736,air
2806.886494583762,3238.0039181514326,5829.431416892415,0.05629897929566564,0.3598362,-386.23477,118.214905,13.766366,28.393938,6.4768515,10.8419485,-17.231302,-19.562159,-2.4195952,-10.977794,-5.8460183,5.4033484,-5.1329894,-3.9066749,1.4490525,-3.3295162,-1.7600302,-5.3513775,-6.310933,-3.0798728,air
2993.2881866892303,3156.1661192487354,6003.547030705786,0.07184159128289473,0.3627904,-356.08447,106.316536,15.5638075,36.49146,2.3903778,7.760157,-19.870468,-21.662943,2.2937799,-10.904092,-7.118307,3.946829,-5.6949186,-4.869832,0.08676995,-4.470296,-0.88212657,-5.8076324,-5.4746394,-1.7253561,air
2975.1450956820995,3249.3340904343213,6021.18025741341,0.06860540525832043,0.39863622,-386.367,113.93866,22.243446,27.994274,1.687483,13.21355,-14.653607,-19.07787,-1.3218112,-10.974498,-4.5313535,3.8977866,-4.358277,-5.7953653,-2.6236308,-3.3065856,-0.11365025,-6.8017626,-6.3454576,-0.05843724,air
2962.872148407671,3073.6157637708907,5777.565063854489,0.07367453560371517,0.37533382,-357.76282,105.59762,13.477301,35.157516,4.3993363,7.108489,-17.648132,-21.41708,-0.3092468,-11.802552,-8.129738,0.40733597,-5.0725145,-5.206466,-5.73769,-3.6122751,1.6915584,-6.957849,-5.231615,0.46394137,air
3481.0256154292924,4022.61331711711,8144.467418186436,0.060759647711880804,0.43711185,-420.55127,91.15153,22.61804,31.037878,8.7796,8.751667,-5.1747003,-8.261592,-4.564695,-3.768401,-2.4699712,0.55995756,-2.8388197,-0.67460024,-0.5762087,-0.119421616,1.2309983,-5.011511,-5.8208485,-4.5490093,air
3778.9201156672693,4333.360155276912,9211.460966222427,0.05645468508126935,0.43625474,-435.42313,80.779366,21.96277,31.78885,13.352733,10.922608,-1.1538106,-4.2103972,-3.471415,-1.9941878,-1.5669601,2.400973,-2.1523952,-0.90244865,1.3071038,0.6002649,-0.051253755,-5.597853,-5.363364,-5.054737,air
3836.0150884312056,4341.493769158097,9167.76123046875,0.06412886392221362,0.44098732,-445.9414,79.16344,28.014618,38.80347,9.957462,13.333122,-4.884355,-2.5774255,-4.6711926,-0.21850066,-1.6625482,3.6280951,-0.9764425,1.0421928,0.933877,-1.2858129,2.038617,-5.466727,-4.616977,-5.5683856,air
3176.175208709612,3748.158486875652,7241.322879377903,0.04939047987616099,0.41008848,-393.03568,96.59538,19.350962,19.597847,5.0838103,1.7193532,-1.5728881,-2.0859497,-2.043349,-6.663175,-0.39704952,0.08007189,-3.9070218,0.37197393,-1.0653174,-1.9346007,1.035015,-5.881906,-7.5465007,-1.8330786,air
2575.844369259906,3204.2105688881516,5480.833524816177,0.05001783813854489,0.3650706,-372.80695,124.13289,19.070503,30.467897,3.9770157,9.647197,-20.27787,-13.835126,0.73634213,-12.005065,-6.757886,3.2660365,-9.44168,-3.8218877,-4.360635,-8.222984,1.0725263,-8.8295555,-7.099546,-1.5558455,air
2705.892395676663,3127.9166244808644,5361.5842459002515,0.05577366123258514,0.35086778,-351.5039,120.46275,9.074009,32.801228,3.4676669,11.8638525,-23.055843,-16.306898,0.63026917,-14.88804,-5.856652,4.3870106,-10.449639,-2.7768579,-2.7459698,-10.0880995,1.3160422,-9.566463,-7.199613,0.17741096,air
2902.3501241830204,3199.373559269808,5948.68069580834,0.06309107730263158,0.3771531,-358.27377,116.21032,7.289632,39.592724,7.6543045,12.324332,-23.59371,-18.123991,3.573496,-11.608388,-8.8626795,5.4966855,-9.346142,-4.8622866,-0.9440355,-8.063714,1.0707049,-6.734664,-5.712259,-1.5660745,air
2998.589211765608,3159.6735012263584,5943.414060988293,0.07244098297213622,0.37310842,-328.35764,114.30345,6.924868,34.201843,0.217942,10.241821,-23.409496,-16.079062,-2.8824658,-16.99939,-1.1193438,6.6725593,-11.508718,-6.2662654,0.56098086,-10.420491,2.6271222,-5.885947,-10.885333,1.8073295,air
3106.703910905489,3274.4802034078634,6319.37845424971,0.0737387831366099,0.37775978,-362.74323,104.603004,10.042964,44.54193,6.159892,10.44034,-19.93028,-14.373461,-3.1191394,-11.511096,-3.4926221,2.4782467,-10.444183,-3.4996717,-2.2551622,-8.290654,3.1709256,-8.362791,-6.4097223,0.36358482,air
1908.8792270442455,2341.4343660281197,3862.893308279315,0.03663469910990712,0.40356964,-349.70593,132.70721,-0.78497636,18.640928,2.5677466,3.6791067,-8.469728,-7.476313,3.81234,0.35550502,0.49475816,1.5438616,-3.4416406,3.5324552,5.5268965,0.23656508,2.8908768,-2.893125,-2.7578804,0.40047595,air
2997.077238075754,3219.4318747888105,6056.196712340364,0.06783178937693499,0.36596733,-390.5028,106.93109,19.186995,40.32543,5.4620633,8.08673,-16.028866,-22.711382,-3.3377376,-4.8986983,-3.030743,-2.6847575,-8.475049,-0.3639667,0.2833683,-5.265829,-0.42403117,-6.002246,-5.6362224,-1.0913697,air
2957.349683146792,3538.7768433296437,6394.328001040054,0.05465953342685759,0.38468724,-409.954,107.51013,27.21459,35.42589,7.0198455,9.627352,-10.912992,-13.221538,-3.7805629,-6.213467,-5.4715433,0.036850873,-3.7779522,-1.1278598,-2.5537553,-1.5375701,3.2547646,-6.0782995,-6.7367425,-1.646679,air
4068.517417785649,4232.607601994021,9195.844393987036,0.06504987120259288,0.43926686,-442.5548,70.00141,21.659111,44.680576,14.462043,9.3672695,-5.6918674,-9.0525,-6.0255117,-3.0094976,-0.7841522,3.09835,-1.862097,1.7973071,1.8909835,-1.486393,0.33974212,-4.7112517,-4.1894603,-4.372521,air
4079.597364116449,4359.778860139617,9267.760625786088,0.05557487180727554,0.48208728,-447.40527,75.79481,28.283974,35.874184,6.0900493,17.92088,-0.7936072,-1.616685,-4.257314,-0.43223482,1.2854712,1.2879215,-3.2700977,-0.6165863,-1.7124804,-3.1072774,0.10098687,-5.675535,-3.8829553,-2.9917397,air
3186.7699788234154,3429.973871483583,6589.243489079431,0.06348147554663312,0.39038622,-378.04578,104.21116,14.659781,31.624033,1.6013246,10.939006,-14.761187,-11.540027,2.052301,-9.932415,-2.9974265,1.3069158,-9.280291,-1.470442,-1.5509596,-5.280041,1.4789804,-7.303672,-6.1115212,-1.5953414,air
3218.242160678122,3203.514825150898,6241.295593072756,0.08074629934210527,0.38059822,-337.22107,104.589035,9.3545475,39.82714,1.2894202,9.666669,-20.728662,-17.548075,1.2966433,-11.631124,-2.4344149,1.6754838,-11.763605,-3.071756,-1.4195985,-10.323969,2.3139834,-7.4162498,-5.86495,0.358137,air
1963.107765231882,2480.5824971610987,4292.540710260256,0.03097638109520124,0.4161729,-373.10034,117.03193,7.076122,19.872158,6.705091,3.7486985,-3.351879,-3.255746,3.7300146,0.79758626,0.259752,1.3072463,-2.0982447,2.6107657,3.7630591,1.4050182,3.209309,-2.7888763,-1.7865607,0.64639497,air
2996.993294107807,3270.824900272301,6056.513377092202,0.0653329382739938,0.36181277,-384.53473,114.26918,15.65849,29.599558,-2.5235512,6.536297,-17.286049,-12.30962,-3.92102,-13.836485,-1.3069276,3.6577277,-9.677716,-2.1996791,-1.3883024,-4.0760856,1.7458522,-11.394311,-6.7330136,-0.42789054,air
2911.904497581981,3349.741449554957,6019.54693395656,0.057329963235294115,0.37299824,-412.73956,116.806984,21.496552,33.09023,0.11392581,9.576511,-15.491268,-12.347295,-6.3568454,-8.515304,-1.167932,2.6415164,-8.861082,-2.486248,-3.658044,-4.0465803,0.517906,-10.746941,-4.145702,-2.1253858,air
2930.7434312772803,3401.282349275939,6213.729093096943,0.052986830011609906,0.3764282,-414.789,112.328636,21.195745,34.34249,4.372232,10.691305,-13.800939,-12.33306,-6.2939463,-8.677009,-2.7070053,2.813252,-7.2618723,-2.1253629,-3.1991432,-4.78164,1.5005331,-8.574569,-7.0497746,-2.225721,air
3664.292883254217,4080.976253592716,8426.399046717783,0.06634427002708979,0.42439926,-422.25497,88.96118,27.035625,32.488667,3.9767551,7.487575,-7.8082113,-4.4732084,-2.7152696,-2.2560034,-1.0246547,1.7369723,-3.7277098,-1.0848291,0.565159,0.9572683,1.0693302,-6.1114497,-4.9202356,-4.166066,air
4027.2391574709754,4317.227696773899,9234.460827145414,0.06650488885932662,0.4930656,-433.1055,66.696465,21.212458,36.08873,13.130872,7.4432635,-0.7995137,-4.6859202,0.8246839,0.13465513,-0.022252038,0.72080195,-2.79856,-0.58099085,0.937774,-1.1316177,-0.7319427,-4.2543726,-3.9511719,-1.9402715,air
3041.11642049847,3578.7786140844496,6795.275576564919,0.050765755006772446,0.38970825,-395.2032,95.00742,23.233477,29.085823,6.6115413,3.0530875,-6.564651,-5.7195306,-0.7015892,-9.92321,-1.7092515,-0.2197583,-5.910102,0.87223464,-1.250763,-1.7515457,1.3263565,-6.0340514,-5.4140587,-1.6720617,air
3018.5151780997967,3166.295794767136,6014.64696358601,0.07080569429663312,0.37703916,-333.02762,120.80469,5.4309506,37.436886,-7.7948537,10.492465,-22.196365,-9.711034,-2.4821446,-13.764426,1.287808,5.408175,-14.589254,-3.1781788,3.1671011,-7.616542,-1.3786341,-10.585652,-4.3982863,-1.6135877,air
3074.5025407462026,3352.082932353175,6360.011541880322,0.06363453584558823,0.39600345,-360.07465,109.97555,13.468419,34.200832,5.0058713,8.223821,-17.393917,-12.379617,3.6311538,-13.076753,-1.4233167,3.7916713,-11.492148,-1.0197896,-4.3169084,-7.6719413,4.285819,-9.18129,-6.147968,0.40134868,air
2672.196691836271,3057.133064358435,5557.866392342299,0.05710471894349845,0.34890768,-359.9813,104.0097,13.552453,34.11316,5.069465,11.498894,-16.281307,-17.769003,0.61497426,-5.880023,-4.8582463,-3.6323292,-4.8150578,-1.7565094,-8.645692,-6.2996264,4.479,-9.401212,-9.605935,1.2443564,air
2339.7923388419767,2970.650369932923,4675.671726852747,0.05075101586687306,0.35374928,-350.34622,132.51588,14.615418,16.79936,-4.1495523,4.2983284,-13.138312,-18.10972,-1.3102798,-4.389408,-5.280671,-5.0041914,-6.1585207,-1.9541568,-9.127384,-4.060029,4.513435,-10.31783,-11.737648,0.32997945,air
2160.643117032525,2812.1154024741454,4337.540438153057,0.04903636259191176,0.34014565,-342.9198,124.67359,12.127431,17.086527,2.0394917,14.839366,-0.57232535,-1.9833909,6.257132,-0.6878413,0.07137882,1.2063134,0.03138114,0.58457905,-5.937301,-5.505742,1.3127942,-6.338667,-6.9765196,2.1809947,air
1706.4790793898228,2238.341337120214,2932.315602022059,0.04099181562016254,0.39072815,-380.8124,139.53246,20.249989,28.56527,3.693568,13.89846,-13.586082,-18.153261,8.005934,-5.445634,-5.384351,1.9734077,-4.087683,-5.1197367,-3.4350374,-0.18513338,3.8171473,-7.829599,-8.795398,2.4030347,air
1749.1337966649664,2220.963716627973,3039.7816188564243,0.04153829757643189,0.36839697,-368.3006,150.16246,16.895922,32.701355,-0.5297006,14.017052,-14.384261,-24.062712,8.143739,-5.212334,-8.702391,1.4744437,-1.7665551,-4.7491794,-6.642847,-1.218998,7.201955,-8.341995,-11.618718,4.2123795,air
1780.0874983927076,2339.8017364826574,3057.3815124322755,0.043221205011609906,0.42505702,-383.54117,123.77336,19.189362,35.029293,7.574234,11.788363,-9.525867,-16.410849,6.4002333,-2.6855023,-5.303844,-1.9119595,-1.7356925,-2.0056422,-6.650264,-1.0016496,5.6072316,-6.3003774,-8.039481,2.485397,air
1697.2585857966035,2211.4989505465473,2868.8326525614357,0.04160216718266254,0.39008325,-372.6869,138.08171,24.198582,28.829933,-0.41367266,9.535194,-12.574297,-20.949968,5.1817775,-2.966924,-4.7609797,-1.2345666,-3.8131025,-2.0000434,-4.4541063,-1.3170638,5.5084567,-7.18202,-10.112589,2.0876367,air
1707.6237655347938,2244.6250910118993,2943.8155324835525,0.03941397179760062,0.38721624,-370.74362,126.24045,25.321335,33.127895,1.8128242,4.3282976,-10.620276,-15.038647,2.942532,-5.5702043,-2.5498152,0.38759705,-5.319332,-4.6621175,-4.6913514,-0.99386454,3.460041,-6.7759604,-9.462674,0.71291196,air
